EEID,Workday ID,Title,Contract Type,Employment Type,Gender,Status,Termination Type,Job Level,Department,Location,Hire Source,Hire Date,Termination Date,Date of Last Promotion,Prior Job Level,Date of Last Job Change,Parental Leave Start,Parental Leave End,Secondary Carer Parental Leave Start,Secondary Carer Parental Leave End
2079,W102078,Senior UX Designer,Permanent,Part Time,Male,Active,,7,Engineering,San Francisco,Internal Transfer,2017-12-02,,2021-03-07,6,2021-03-07,,,,
2080,W102079,Vice President of Marketing,Permanent,Full Time,Male,Active,,11,Product,Boston,Referral,2023-10-04,,,,2023-10-04,2021-02-18,2021-04-01,2024-10-17,2024-11-28
2081,W102080,Marketing Manager,Contractor,Part Time,Female,Terminated,Involuntary,7,IT,Boston,Internal Transfer,2018-08-08,2015-06-22,,,2018-08-08,,,,
2082,W102081,CIO,Permanent,Full Time,Female,Active,,13,Sales,Boston,Recruiter,2024-08-28,,,12,2024-08-28,,,,
2083,W102082,Senior Marketing Specialist,Permanent,Full Time,Female,Active,,6,Finance,Chicago,Campus Recruiting,2018-11-12,,2021-06-17,5,2021-06-17,,,,
2084,W102083,Data Scientist,Permanent,Part Time,Female,Active,,6,Operations,Boston,Internal Transfer,2012-12-26,,2019-06-01,5,2019-06-01,,,,
2085,W102084,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,Finance,Remote,Internal Transfer,2014-10-16,,2017-05-28,10,2017-05-28,,,,
2086,W102085,Engineering Manager,Permanent,Part Time,Male,Active,,7,Operations,Remote,Campus Recruiting,2010-11-21,,2018-03-04,6,2018-03-04,,,,
2087,W102086,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,Sales,Boston,Campus Recruiting,2019-07-18,,,10,2019-07-18,,,,
2088,W102087,Senior Product Manager,Permanent,Full Time,Male,Active,,9,Finance,Chicago,Referral,2015-01-14,,2017-05-26,8,2017-05-26,,,,
2089,W102088,UX Designer,Permanent,Part Time,Female,Active,,5,IT,Remote,Campus Recruiting,2023-10-23,,,4,2023-10-23,,,,
2090,W102089,SVP of Sales,Permanent,Full Time,Male,Active,,12,IT,Boston,Job Board,2012-08-23,,,,2012-08-23,,,,
2091,W102090,Senior Data Scientist,Permanent,Full Time,Male,Active,,8,Engineering,New York,Campus Recruiting,2018-04-19,,,7,2018-04-19,,,,
2092,W102091,Junior Marketing Specialist,Permanent,Part Time,Male,Active,,2,Finance,San Francisco,Referral,2021-02-10,,,,2021-02-10,,,,
2093,W102092,Junior Marketing Specialist,Contractor,Part Time,Male,Active,,2,Sales,Remote,Internal Transfer,2014-04-09,,2023-08-20,1,2023-08-20,,,,
2094,W102093,Marketing Manager,Contractor,Full Time,Female,Active,,7,Operations,Remote,Internal Transfer,2022-06-12,,,,2022-06-12,,,,
2095,W102094,Senior Data Analyst,Contractor,Part Time,Female,Terminated,Voluntary,5,Sales,Remote,Campus Recruiting,2019-09-15,2024-11-23,,,2024-08-20,,,,
2096,W102095,Senior Data Analyst,Permanent,Part Time,Female,Active,,5,Finance,Boston,Job Board,2017-08-12,,,,2024-02-26,2024-11-10,2024-12-22,,
2097,W102096,Junior Software Engineer,Contractor,Part Time,Male,Terminated,Involuntary,2,Finance,Austin,Job Board,2014-04-06,2021-09-22,,,2025-01-05,,,,
2098,W102097,Director of Engineering,Permanent,Full Time,Female,Active,,9,Product,Chicago,Campus Recruiting,2012-06-04,,2019-10-28,8,2019-10-28,,,,
2099,W102098,Data Analyst,Permanent,Part Time,Male,Active,,3,Engineering,Boston,Job Board,2021-11-26,,,2,2021-11-26,,,,
2100,W102099,Senior Product Manager,Permanent,Full Time,Male,Active,,9,Operations,Remote,Recruiter,2022-01-11,,,8,2022-01-11,,,2024-11-19,2024-12-31
2101,W102100,SVP of Sales,Permanent,Full Time,Female,Active,,12,Operations,San Francisco,Campus Recruiting,2018-10-03,,,11,2024-04-17,,,,
2102,W102101,Marketing Manager,Contractor,Full Time,Male,Active,,7,Finance,Boston,Campus Recruiting,2014-03-25,,2017-11-27,6,2017-11-27,,,,
2103,W102102,CFO,Permanent,Full Time,Female,Active,,13,Finance,Remote,Referral,2014-01-20,,,,2014-01-20,,,,
2104,W102103,SVP of Engineering,Permanent,Full Time,Male,Terminated,Involuntary,12,Product,Remote,Internal Transfer,2018-11-23,2024-02-17,2020-02-26,11,2020-02-26,,,,
2105,W102104,Marketing Specialist,Permanent,Full Time,Female,Active,,4,Marketing,Boston,Internal Transfer,2017-07-10,,2018-05-28,3,2018-05-28,,,,
2106,W102105,Sales Associate,Contractor,Part Time,Male,Active,,4,Finance,San Francisco,Recruiter,2010-07-06,,,,2010-07-06,,,,
2107,W102106,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,Sales,Boston,Internal Transfer,2023-12-14,,,,2023-12-14,,,,
2108,W102107,Senior Data Scientist,Permanent,Full Time,Female,Active,,8,Product,Austin,Recruiter,2012-04-26,,2018-06-23,7,2018-06-23,,,,
2109,W102108,COO,Permanent,Full Time,Male,Active,,13,Product,Boston,Recruiter,2025-02-02,,,,2025-02-02,,,,
2110,W102109,Marketing Specialist,Contractor,Part Time,Female,Active,,4,HR,Remote,Campus Recruiting,2012-07-24,,2016-07-17,3,2016-07-17,,,,
2111,W102110,CIO,Permanent,Full Time,Female,Active,,13,Sales,Austin,Recruiter,2019-03-27,,,,2023-09-14,,,,
2112,W102111,Director of Marketing,Permanent,Full Time,Female,Terminated,Voluntary,9,Finance,Chicago,Campus Recruiting,2021-11-14,2015-10-17,2023-04-17,8,2023-04-17,2023-11-23,2024-01-04,,
2113,W102112,CIO,Permanent,Full Time,Male,Active,,13,HR,San Francisco,Internal Transfer,2014-08-23,,2021-12-22,12,2021-12-22,,,,
2114,W102113,Senior UX Designer,Contractor,Full Time,Male,Active,,7,IT,New York,Referral,2024-07-28,,,,2024-07-28,,,,
2115,W102114,Senior Data Scientist,Permanent,Full Time,Male,Active,,8,Engineering,Chicago,Job Board,2023-04-26,,,7,2023-07-23,,,,
2116,W102115,Director of Sales,Permanent,Full Time,Male,Active,,9,HR,Remote,Referral,2010-04-17,,2023-12-26,8,2023-12-26,,,,
2117,W102116,SVP of Marketing,Permanent,Full Time,Male,Active,,12,Operations,Chicago,Referral,2012-08-22,,,,2012-08-22,,,,
2118,W102117,Product Manager,Permanent,Full Time,Female,Active,,7,Marketing,San Francisco,Referral,2018-11-26,,2023-01-19,6,2023-01-19,,,,
2119,W102118,COO,Permanent,Full Time,Female,Active,,13,IT,Boston,Campus Recruiting,2015-11-05,,,12,2015-11-05,,,,
2120,W102119,Senior UX Designer,Permanent,Full Time,Male,Active,,7,Operations,Remote,Job Board,2020-07-04,,,6,2023-12-14,,,2021-12-08,2022-01-19
2121,W102120,Senior Sales Associate,Permanent,Part Time,Male,Active,,6,Marketing,Remote,Job Board,2023-07-20,,,5,2024-11-13,,,,
2122,W102121,Junior Software Engineer,Contractor,Part Time,Male,Terminated,Involuntary,2,Operations,Boston,Internal Transfer,2014-07-11,2022-01-14,2021-05-01,1,2021-05-01,,,,
2123,W102122,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,Sales,Chicago,Recruiter,2016-08-12,,2021-05-15,10,2021-05-15,,,,
2124,W102123,Senior Product Manager,Permanent,Full Time,Male,Active,,9,Marketing,San Francisco,Job Board,2016-06-11,,2021-11-12,8,2021-11-12,,,,
2125,W102124,COO,Permanent,Full Time,Male,Active,,13,Operations,Austin,Internal Transfer,2023-07-03,,,,2023-07-03,,,,
2126,W102125,Senior Data Analyst,Contractor,Full Time,Female,Active,,5,Product,San Francisco,Referral,2018-01-15,,2022-12-21,4,2022-12-21,,,,
2127,W102126,SVP of Marketing,Permanent,Full Time,Female,Active,,12,Engineering,New York,Recruiter,2011-07-22,,2019-12-26,11,2019-12-26,,,,
2128,W102127,Senior Marketing Specialist,Contractor,Part Time,Male,Active,,6,HR,New York,Campus Recruiting,2019-03-05,,,5,2023-09-19,2022-11-08,2022-12-20,,
2129,W102128,Senior Sales Associate,Permanent,Full Time,Male,Active,,6,IT,San Francisco,Referral,2011-02-03,,,,2011-02-03,,,,
2130,W102129,CIO,Permanent,Full Time,Male,Active,,13,Marketing,San Francisco,Campus Recruiting,2011-11-03,,,,2011-11-03,,,,
2131,W102130,Marketing Manager,Permanent,Full Time,Male,Active,,7,IT,New York,Campus Recruiting,2018-08-26,,2019-06-12,6,2019-06-12,,,,
2132,W102131,Junior Software Engineer,Permanent,Full Time,Female,Active,,2,Engineering,Remote,Job Board,2017-07-18,,,,2017-07-18,,,,
2133,W102132,COO,Permanent,Full Time,Male,Active,,13,Product,Chicago,Internal Transfer,2014-08-11,,,,2014-08-11,,,,
2134,W102133,SVP of Sales,Permanent,Full Time,Female,Active,,12,Operations,Chicago,Campus Recruiting,2016-11-01,,2019-12-04,11,2019-12-04,,,,
2135,W102134,Marketing Manager,Permanent,Part Time,Female,Active,,7,Finance,Chicago,Internal Transfer,2011-12-16,,2017-06-09,6,2017-06-09,,,,
2136,W102135,Software Engineer,Contractor,Part Time,Female,Terminated,Voluntary,4,Product,Chicago,Recruiter,2015-12-25,2016-06-04,2018-08-04,3,2018-08-04,,,,
2137,W102136,Senior Data Scientist,Permanent,Full Time,Female,Active,,8,Product,New York,Internal Transfer,2022-06-26,,,,2022-06-26,,,,
2138,W102137,Data Analyst,Contractor,Full Time,Female,Active,,3,Product,Boston,Recruiter,2020-04-18,,2023-11-16,2,2023-11-16,,,,
2139,W102138,Sales Manager,Permanent,Part Time,Female,Active,,7,Product,Boston,Job Board,2023-12-23,,,6,2024-10-24,,,,
2140,W102139,Marketing Manager,Permanent,Full Time,Female,Active,,7,HR,Chicago,Referral,2016-08-14,,2017-09-06,6,2017-09-06,,,2024-11-15,2024-12-27
2141,W102140,Product Manager,Contractor,Full Time,Male,Active,,7,Finance,Austin,Job Board,2015-06-14,,2016-05-06,6,2016-05-06,,,,
2142,W102141,Marketing Specialist,Permanent,Part Time,Female,Active,,4,Finance,New York,Recruiter,2021-09-15,,2022-03-08,3,2022-03-08,,,,
2143,W102142,CIO,Permanent,Full Time,Female,Terminated,Involuntary,13,HR,New York,Recruiter,2012-01-15,2023-03-22,2020-03-06,12,2020-03-06,,,,
2144,W102143,Director of Marketing,Permanent,Full Time,Female,Active,,9,Finance,New York,Campus Recruiting,2021-07-10,,,,2021-07-10,2020-10-12,2020-11-23,,
2145,W102144,Marketing Manager,Contractor,Part Time,Male,Active,,7,Sales,Chicago,Campus Recruiting,2023-02-08,,,6,2023-02-08,,,,
2146,W102145,Marketing Specialist,Permanent,Full Time,Female,Active,,4,Product,Austin,Campus Recruiting,2019-09-26,,2020-05-01,3,2020-05-01,,,,
2147,W102146,Data Analyst,Contractor,Full Time,Female,Active,,3,IT,New York,Recruiter,2020-08-27,,2025-02-27,2,2025-02-27,,,,
2148,W102147,Product Manager,Contractor,Part Time,Male,Active,,7,Sales,Chicago,Referral,2016-09-23,,,,2023-05-29,,,,
2149,W102148,CEO,Permanent,Full Time,Female,Terminated,Voluntary,14,Operations,Austin,Job Board,2012-10-28,2016-06-26,2021-04-20,13,2021-04-20,,,,
2150,W102149,Sales Associate,Contractor,Part Time,Male,Terminated,Involuntary,4,Marketing,San Francisco,Campus Recruiting,2021-01-09,2021-02-08,,3,2021-01-09,,,,
2151,W102150,SVP of Engineering,Permanent,Full Time,Male,Active,,12,Engineering,San Francisco,Internal Transfer,2023-02-06,,2023-10-24,11,2023-10-24,,,,
2152,W102151,Sales Associate,Permanent,Full Time,Female,Active,,4,Product,Boston,Internal Transfer,2017-10-05,,,3,2023-02-17,,,,
2153,W102152,Data Scientist,Permanent,Full Time,Male,Active,,6,Sales,San Francisco,Job Board,2020-07-27,,,5,2024-04-28,,,,
2154,W102153,Engineering Manager,Permanent,Full Time,Male,Active,,7,Operations,Austin,Job Board,2017-01-25,,2020-07-15,6,2020-07-15,,,,
2155,W102154,COO,Permanent,Full Time,Male,Active,,13,Product,Boston,Campus Recruiting,2023-01-22,,,12,2024-09-10,,,,
2156,W102155,Junior Sales Associate,Contractor,Part Time,Male,Active,,2,Sales,Boston,Internal Transfer,2023-12-23,,,1,2023-12-23,,,,
2157,W102156,Senior Data Analyst,Contractor,Full Time,Female,Active,,5,Sales,Boston,Internal Transfer,2015-02-13,,2016-02-16,4,2016-02-16,,,,
2158,W102157,Senior Software Engineer,Permanent,Part Time,Male,Active,,6,Engineering,San Francisco,Referral,2012-11-25,,2018-11-04,5,2018-11-04,,,,
2159,W102158,Director of Engineering,Permanent,Full Time,Male,Active,,9,IT,Chicago,Internal Transfer,2019-03-15,,,,2019-03-15,,,,
2160,W102159,CFO,Permanent,Full Time,Male,Active,,13,HR,Chicago,Campus Recruiting,2020-08-27,,2021-08-21,12,2021-08-21,2024-07-22,2024-09-02,2020-06-19,2020-07-31
2161,W102160,CTO,Permanent,Full Time,Male,Active,,13,Finance,Austin,Internal Transfer,2015-02-14,,,,2024-10-17,,,,
2162,W102161,Sales Associate,Permanent,Part Time,Female,Active,,4,Product,Austin,Campus Recruiting,2015-09-14,,2018-01-23,3,2018-01-23,,,,
2163,W102162,CFO,Permanent,Full Time,Male,Active,,13,HR,New York,Campus Recruiting,2012-06-16,,,,2024-03-01,,,,
2164,W102163,Marketing Specialist,Permanent,Full Time,Female,Active,,4,IT,Austin,Referral,2013-11-04,,2018-05-17,3,2018-05-17,,,,
2165,W102164,Data Scientist,Permanent,Full Time,Female,Active,,6,Marketing,San Francisco,Recruiter,2020-02-15,,,,2020-02-15,,,,
2166,W102165,Data Analyst,Contractor,Part Time,Male,Active,,3,Operations,Austin,Internal Transfer,2019-12-14,,,,2019-12-14,,,,
2167,W102166,Vice President of Sales,Permanent,Full Time,Female,Active,,11,HR,San Francisco,Referral,2014-07-01,,,,2014-07-01,,,,
2168,W102167,Director of Sales,Permanent,Full Time,Female,Active,,9,Sales,San Francisco,Job Board,2016-03-20,,2018-11-04,8,2018-11-04,,,,
2169,W102168,Junior Software Engineer,Permanent,Part Time,Male,Active,,2,Finance,San Francisco,Recruiter,2011-10-07,,2015-03-06,1,2015-03-06,,,,
2170,W102169,UX Designer,Permanent,Full Time,Female,Terminated,Voluntary,5,Sales,Remote,Campus Recruiting,2010-01-28,2022-04-17,2018-02-25,4,2018-02-25,,,,
2171,W102170,SVP of Sales,Permanent,Full Time,Male,Active,,12,Operations,New York,Job Board,2020-02-27,,,11,2020-02-27,,,,
2172,W102171,CIO,Permanent,Full Time,Male,Active,,13,Finance,Boston,Job Board,2010-12-11,,2015-06-06,12,2015-06-06,,,,
2173,W102172,SVP of Marketing,Permanent,Full Time,Male,Active,,12,IT,New York,Job Board,2012-11-22,,2018-07-07,11,2018-07-07,,,,
2174,W102173,Data Analyst,Permanent,Full Time,Female,Active,,3,HR,Remote,Campus Recruiting,2014-07-18,,2021-03-04,2,2021-03-04,,,,
2175,W102174,COO,Permanent,Full Time,Female,Active,,13,Finance,New York,Recruiter,2013-02-17,,,,2013-02-17,,,,
2176,W102175,Junior Sales Associate,Contractor,Part Time,Female,Terminated,Involuntary,2,Sales,New York,Recruiter,2012-04-02,2019-09-02,2018-05-11,1,2018-05-11,2022-09-08,2022-10-20,,
2177,W102176,CIO,Permanent,Full Time,Male,Active,,13,Sales,Chicago,Campus Recruiting,2013-11-05,,2022-04-06,12,2022-04-06,,,,
2178,W102177,Marketing Specialist,Contractor,Part Time,Male,Active,,4,Marketing,Chicago,Recruiter,2014-12-02,,2015-04-04,3,2015-04-04,,,,
2179,W102178,Marketing Manager,Permanent,Part Time,Male,Terminated,Voluntary,7,Product,San Francisco,Campus Recruiting,2012-12-08,2022-01-18,2022-11-06,6,2022-11-06,,,,
2180,W102179,Senior Sales Associate,Permanent,Part Time,Female,Active,,6,Finance,Boston,Job Board,2010-12-04,,,,2010-12-04,,,2023-08-08,2023-09-19
2181,W102180,Software Engineer,Permanent,Full Time,Female,Active,,4,Operations,New York,Campus Recruiting,2021-11-15,,,,2021-11-15,,,,
2182,W102181,CMO,Permanent,Full Time,Female,Active,,13,Finance,New York,Internal Transfer,2020-11-03,,,,2020-11-03,,,,
2183,W102182,CEO,Permanent,Full Time,Male,Active,,14,HR,Boston,Internal Transfer,2013-07-10,,2016-06-24,13,2016-06-24,,,,
2184,W102183,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Product,Remote,Internal Transfer,2014-04-08,,2015-11-10,10,2015-11-10,,,,
2185,W102184,Junior Software Engineer,Permanent,Part Time,Male,Active,,2,HR,Austin,Internal Transfer,2018-03-19,,,,2018-03-19,,,,
2186,W102185,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,Product,New York,Internal Transfer,2017-08-25,,,,2017-08-25,,,,
2187,W102186,COO,Permanent,Full Time,Male,Active,,13,Engineering,Austin,Recruiter,2014-06-09,,2016-02-11,12,2016-02-11,,,,
2188,W102187,CFO,Permanent,Full Time,Female,Active,,13,Finance,Boston,Internal Transfer,2018-03-07,,2020-03-10,12,2020-03-10,,,,
2189,W102188,SVP of Sales,Permanent,Full Time,Male,Active,,12,Engineering,San Francisco,Internal Transfer,2023-09-19,,,11,2023-09-19,,,,
2190,W102189,Senior Marketing Specialist,Permanent,Full Time,Female,Active,,6,Engineering,Chicago,Internal Transfer,2022-04-01,,,,2022-04-01,,,,
2191,W102190,Marketing Specialist,Permanent,Full Time,Female,Active,,4,IT,Austin,Campus Recruiting,2024-12-12,,,,2024-12-12,,,,
2192,W102191,SVP of Sales,Permanent,Full Time,Male,Active,,12,HR,Remote,Recruiter,2015-10-10,,2022-04-17,11,2022-04-17,2023-01-05,2023-02-16,,
2193,W102192,Vice President of Sales,Permanent,Full Time,Male,Terminated,Involuntary,11,Sales,Austin,Campus Recruiting,2021-04-18,2015-03-22,,10,2021-04-18,,,,
2194,W102193,UX Designer,Contractor,Part Time,Female,Active,,5,Engineering,Chicago,Referral,2014-10-15,,,,2014-10-15,,,,
2195,W102194,Senior Data Scientist,Permanent,Full Time,Male,Active,,8,Product,Austin,Internal Transfer,2021-09-08,,,,2023-09-17,,,,
2196,W102195,Senior Sales Associate,Permanent,Full Time,Male,Active,,6,Engineering,New York,Internal Transfer,2019-02-17,,,,2019-02-17,,,,
2197,W102196,Marketing Manager,Permanent,Part Time,Female,Terminated,Voluntary,7,IT,San Francisco,Internal Transfer,2019-03-01,2024-08-19,2021-02-03,6,2021-02-03,,,,
2198,W102197,Vice President of Marketing,Permanent,Full Time,Male,Active,,11,IT,San Francisco,Campus Recruiting,2023-02-13,,,10,2023-02-13,,,,
2199,W102198,Software Engineer,Contractor,Full Time,Female,Active,,4,Operations,Remote,Recruiter,2020-02-05,,,,2020-02-05,,,,
2200,W102199,Product Manager,Permanent,Part Time,Female,Active,,7,HR,Chicago,Campus Recruiting,2020-12-09,,,6,2020-12-09,,,2024-12-28,2025-02-08
2201,W102200,CEO,Permanent,Full Time,Female,Active,,14,Sales,San Francisco,Internal Transfer,2013-10-09,,,,2013-10-09,,,,
2202,W102201,Junior Marketing Specialist,Permanent,Part Time,Male,Active,,2,Finance,Remote,Job Board,2017-08-09,,,1,2017-08-09,,,,
2203,W102202,Director of Engineering,Permanent,Full Time,Male,Active,,9,Operations,New York,Referral,2013-11-23,,,,2013-11-23,,,,
2204,W102203,CIO,Permanent,Full Time,Male,Active,,13,Finance,Austin,Campus Recruiting,2016-04-24,,2017-03-15,12,2017-03-15,,,,
2205,W102204,SVP of Engineering,Permanent,Full Time,Male,Active,,12,Finance,Austin,Job Board,2018-07-27,,2022-02-15,11,2022-02-15,,,,
2206,W102205,CEO,Permanent,Full Time,Female,Active,,14,Engineering,Remote,Recruiter,2010-06-15,,2022-04-04,13,2022-04-04,,,,
2207,W102206,Data Scientist,Contractor,Full Time,Female,Active,,6,Marketing,San Francisco,Recruiter,2022-10-07,,,5,2022-10-07,,,,
2208,W102207,Senior UX Designer,Contractor,Full Time,Female,Active,,7,Product,Austin,Recruiter,2020-08-24,,,6,2020-08-24,2024-06-29,2024-08-10,,
2209,W102208,Junior Sales Associate,Contractor,Full Time,Female,Active,,2,Engineering,Chicago,Referral,2017-10-01,,2020-02-01,1,2020-02-01,,,,
2210,W102209,Data Scientist,Permanent,Full Time,Male,Active,,6,Product,Chicago,Campus Recruiting,2021-02-27,,,,2021-02-27,,,,
2211,W102210,Junior Software Engineer,Permanent,Part Time,Male,Active,,2,Operations,Chicago,Job Board,2020-08-04,,,,2020-08-04,,,,
2212,W102211,COO,Permanent,Full Time,Female,Active,,13,HR,New York,Internal Transfer,2016-10-15,,2022-10-10,12,2022-10-10,,,,
2213,W102212,Engineering Manager,Contractor,Full Time,Male,Active,,7,HR,Boston,Recruiter,2010-09-15,,,,2010-09-15,,,,
2214,W102213,CEO,Permanent,Full Time,Male,Terminated,Involuntary,14,Finance,Chicago,Internal Transfer,2019-11-26,2023-10-16,,,2019-11-26,,,,
2215,W102214,Vice President of Sales,Permanent,Full Time,Female,Active,,11,IT,New York,Recruiter,2020-05-09,,,,2020-05-09,,,,
2216,W102215,Director of Marketing,Permanent,Full Time,Male,Active,,9,Finance,Austin,Referral,2011-04-06,,2016-05-12,8,2016-05-12,,,,
2217,W102216,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,Operations,Austin,Referral,2013-07-03,,2020-09-03,10,2020-09-03,,,,
2218,W102217,Director of Engineering,Permanent,Full Time,Male,Active,,9,Sales,Remote,Referral,2015-05-17,,2022-08-04,8,2022-08-04,,,,
2219,W102218,Junior Sales Associate,Permanent,Full Time,Female,Active,,2,Product,Boston,Job Board,2014-09-09,,2018-09-19,1,2018-09-19,,,,
2220,W102219,SVP of Engineering,Permanent,Full Time,Female,Active,,12,Finance,Boston,Internal Transfer,2014-04-14,,2024-04-06,11,2024-04-06,,,2023-04-11,2023-05-23
2221,W102220,Product Manager,Permanent,Part Time,Female,Active,,7,Product,Austin,Campus Recruiting,2020-02-09,,,6,2020-02-09,,,,
2222,W102221,UX Designer,Permanent,Part Time,Male,Active,,5,Marketing,Chicago,Campus Recruiting,2020-09-25,,2021-06-16,4,2021-06-16,,,,
2223,W102222,Senior Marketing Specialist,Contractor,Part Time,Female,Active,,6,Engineering,Chicago,Recruiter,2011-08-10,,2018-04-07,5,2018-04-07,,,,
